Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('Oliver Street', 'Risel Avenue')",-122.4488515,37.7064474,3,3,1,1,0,0,1,1,0,3,0,3,None,None,173.5552737,90.15299962,0.318429466,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Oliver Street', 'Winchester Street')",-122.4495467,37.707724,3,3,1,1,0,0,1,1,0,3,0,3,None,None,173.4470628,90.46662139,0.449519103,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Olmstead Street', 'San Bruno Avenue')",-122.4016318,37.7228373,4,4,2,1,0,0,2,1,0,3,0,3,None,None,134.8267297,177.0905971,0.03155303,0,-1,-1,no,0,0,None,"{'motorway_link': 1, 'secondary': 1, 'residential': 1, 'cycleway': 4}","{'motorway_link': 1, 'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,1,0,3,1
"('Olmstead Street', 'University Street')",-122.4114748,37.7202601,3,3,1,1,0,0,1,1,0,3,0,3,None,None,162.4979567,90.30673409,0.003062552,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Olympia Way', 'Panorama Drive')",-122.4521292,37.7512455,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.74678903,92.89094585,0.359669128,0,72.17711005,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Olympic Way', 'Skyline Boulevard')",-122.4968255,37.7020851,3,3,2,1,0,0,2,1,0,3,0,3,None,None,50.53442802,171.2353558,1.395387932,0.000718275,-1,-1,no,0,0,None,"{'unclassified': 1, 'trunk': 1, 'cycleway': 3}","{'unclassified': 1, 'trunk': 1, 'cycleway': 3}",55,25,55,25,2,1,0,2,1,0
"('Omar Way', 'Rockdale Drive')",-122.4495894,37.7393061,2,2,1,1,0,0,1,1,0,2,0,2,None,None,151.2961213,100.5360713,0.261038995,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,1,1,0,1,1
"('Omar Way', 'Sequoia Way')",-122.4487173,37.7392746,2,1,1,1,0,0,1,1,0,2,0,1,None,None,161.6784213,96.71966993,0.176506997,0.000177407,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 1, 'cycleway': 1}",25,25,25,25,0,0,2,0,0,1
"('Oneida Avenue', 'Otsego Avenue')",-122.442134,37.7215728,2,2,1,1,0,0,1,1,0,2,0,2,None,None,16.46043031,90.48879108,0,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Onondaga Avenue', 'Otsego Avenue')",-122.441431,37.7227128,4,4,1,1,0,0,1,1,0,4,0,4,None,None,181.1723071,91.67686162,0.156859383,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Onondaga Avenue', 'Wanda Street')",-122.440541,37.7223618,3,3,1,1,0,0,1,1,0,3,0,3,None,None,179.4164786,91.34389569,0.000978537,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Ora Way', 'Topaz Way')",-122.4375187,37.7399654,4,4,1,1,0,0,1,1,0,4,0,4,None,None,202.4146218,138.8108058,0.909239181,0.20665351,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Ord Court', 'Ord Street')",-122.440285,37.763493,2,2,1,1,0,0,1,1,0,2,0,2,None,None,48.74107561,50.92557593,0.988494929,5.55E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Ord Street', 'Riley Avenue')",-122.4602367,37.8012737,3,3,1,1,0,0,1,1,0,3,0,3,None,None,83.46173259,179.9802261,0.000304097,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,1
"('Ord Street', 'Sheridan Avenue')",-122.4605641,37.8001781,3,3,1,1,0,0,1,1,0,3,0,3,None,None,84.81319797,115.2592272,0.196729302,9.18E-05,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Ordway Street', 'San Bruno Avenue')",-122.400736,37.720409,3,4,1,1,0,0,1,1,0,3,0,3,None,None,163.90332,173.1082711,0.165614718,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'motorway_link': 1, 'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,1
"('Ordway Street', 'Somerset Street')",-122.404549,37.719406,3,3,1,1,0,0,1,1,0,3,0,3,None,None,50.34238188,90.27275329,0.273846464,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Oriente Street', 'Ottilia Street')",-122.4148802,37.7048572,4,4,1,1,0,0,1,1,0,4,0,4,None,None,170.0551821,90.38483076,0.000213215,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Oriente Street', 'Partridge Street')",-122.4156534,37.7031128,4,4,1,1,0,0,1,1,0,4,0,4,None,None,170.0531298,90.29184204,6.24E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Oriente Street', 'Velasco Avenue')",-122.4133635,37.7082617,3,3,1,1,0,0,1,1,0,3,0,3,None,None,23.84698076,90.01089232,0.000898831,0,64.74978927,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Orizaba Avenue', 'Randolph Street')",-122.4627401,37.7142535,3,3,1,1,1,2,1,1,0,3,0,3,None,None,25.90057933,86.20506778,0.624998926,0.353286698,26.60639012,1.54735365,no,4,0,None,"{'tertiary': 2, 'residential': 1, 'cycleway': 3, 'track': 1}","{'tertiary': 2, 'residential': 1, 'cycleway': 3, 'track': 2}",25,25,25,25,0,3,0,0,3,0
"('Orizaba Avenue', 'Sadowa Street')",-122.4625866,37.7122687,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.1682512,90.03550897,0.011400613,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Orizaba Avenue', 'Sagamore Street')",-122.4625927,37.7114096,2,3,3,1,0,0,3,1,0,2,0,3,None,None,66.21980475,103.2471254,0.595780063,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 2}","{'primary': 1, 'residential': 1, 'cycleway': 3}",30,25,30,25,1,1,0,0,2,1
"('Orizaba Avenue', 'Stanley Street')",-122.462589,37.712523,3,3,1,1,2,1,1,1,0,3,0,3,None,None,153.090393,91.6059347,1.804093293,0.009362584,-1,72.23711743,no,2,0,None,"{'residential': 2, 'cycleway': 4, 'track': 2}","{'tertiary': 1, 'residential': 2, 'cycleway': 4, 'track': 1}",25,25,25,25,0,3,0,0,3,0
"('Orizaba Avenue', 'Thrift Street')",-122.4626416,37.7174209,3,3,1,1,0,0,1,1,0,3,0,3,None,None,100.1359222,90.00665278,3.97E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Otsego Avenue', 'Rudden Avenue')",-122.440672,37.7239348,4,4,1,1,0,0,1,1,0,4,0,4,None,None,179.7725695,94.41093057,0.116867097,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Otsego Avenue', 'San Juan Avenue')",-122.439617,37.7259518,4,4,1,1,0,0,1,1,0,4,0,4,None,None,193.9549946,97.66578942,0.070170065,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Otsego Avenue', 'Santa Ynez Avenue')",-122.440317,37.7246678,4,4,1,1,0,0,1,1,0,4,0,4,None,None,193.8288171,103.964262,0.116498617,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Otsego Avenue', 'Santa Ysabel Avenue')",-122.438792,37.7271978,3,3,1,1,0,0,1,1,0,3,0,3,None,None,132.8704584,95.49586927,0.064228729,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Ottilia Street', 'Rio Verde Street')",-122.4165729,37.7053369,4,4,1,1,0,0,1,1,0,4,0,4,None,None,170.0667209,90.3763911,0.000235333,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Ottilia Street', 'Schwerin Street')",-122.4140225,37.7046141,3,3,1,1,0,0,1,1,0,3,0,3,None,None,170.0607105,90.37891895,0.000345501,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Owens Street', 'Southern Connector Street')",-122.3923718,37.76495285,4,4,2,1,1,1,2,1,0,4,0,4,None,None,173.5054377,151.5161263,0.250876843,0,-1,78.68808309,no,0,0,None,"{'motorway_link': 1, 'residential': 1, 'tertiary': 1, 'cycleway': 6, 'track': 1}","{'residential': 1, 'tertiary': 1, 'cycleway': 6, 'track': 2}",25,25,25,25,2,1,1,2,2,0
"('Owlswood Road', 'Tiburon Boulevard')",-122.4669533,37.881735,3,3,1,1,1,0,1,1,0,3,0,3,None,None,17.08463226,91.4805254,0.00067961,0,46.5033788,80.90648996,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 3, 'track': 1}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Oxford Avenue', 'Surrey Avenue')",-122.5307194,37.8960262,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.1691183,94.21296004,0.186274194,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Oxford Avenue', 'Valley Circle')",-122.533237,37.8968424,3,3,1,1,0,0,1,1,0,3,0,3,None,None,156.3157646,105.356332,0.352765436,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Oxford Street', 'Pioche Street')",-122.4204015,37.728572,4,4,1,1,0,0,1,1,0,4,0,4,None,None,168.8044974,90.47424288,0.095221842,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Oxford Street', 'Silliman Street')",-122.4199031,37.7273748,4,4,1,1,0,0,1,1,0,4,0,4,None,None,168.9560464,90.23617714,0.001359624,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Oxford Street', 'Silver Avenue')",-122.4205481,37.728937,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.6742423,101.9254042,0.063933999,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Oxford Street', 'Wayland Street')",-122.4179285,37.7226186,2,2,1,1,0,0,1,1,0,2,0,2,None,None,22.25349209,86.52321876,0.924117408,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Pacific Avenue', 'Pierce Street')",-122.438039,37.7929374,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3775543,90.07672237,0.000412777,0.000166014,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Pacific Avenue', 'Presidio Avenue', 'Presidio Boulevard')",-122.4477029,37.7917086,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3760209,91.01202045,0.064552006,1.03E-05,-1,-1,no,0,0,None,"{'tertiary': 2, 'residential': 1, 'cycleway': 5}","{'tertiary': 2, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Pacific Avenue', 'Scott Street')",-122.4396873,37.7927278,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3766145,90.0701165,0.000432196,3.01E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Pacific Avenue', 'Spruce Street')",-122.4542623,37.7905818,2,1,1,1,0,0,1,1,0,2,0,1,None,None,15.3709504,85.50092993,0.003097865,0.000101457,66.83002146,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 1, 'cycleway': 1}",25,25,25,25,0,1,1,0,1,0
"('Pacific Avenue', 'Steiner Street')",-122.4363969,37.7931462,4,4,1,1,0,0,1,1,0,4,0,4,None,no,16.41992312,90.04763785,0.000436459,0.0001311,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pacific Avenue', 'Taylor Street')",-122.4133749,37.7960888,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.3291188,90.08923327,0.000415476,0,-1,-1,no,0,0,None,"{'unclassified': 1, 'residential': 1, 'cycleway': 5}","{'unclassified': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Pacific Avenue', 'Walnut Street')",-122.4493892,37.7914942,2,3,1,1,0,0,1,1,0,2,0,3,None,None,16.40816655,92.41735685,0.026112317,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,2,0,0,2,1
"('Pacific Avenue', 'Webster Street')",-122.4331074,37.7935644,4,4,1,1,0,0,1,1,0,4,0,4,None,no,16.42324804,90.12731325,0.001887614,3.73E-05,-1,-1,no,0,0,None,"{'unclassified': 1, 'residential': 1, 'cycleway': 4}","{'unclassified': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Pacific Way', 'Shoreline Highway')",-122.5745327,37.8647708,3,3,1,1,0,0,1,1,0,3,0,3,None,None,21.76274041,122.5896019,0.147167092,0.002418882,-1,-1,no,0,0,None,"{'residential': 1, 'primary': 1, 'cycleway': 3}","{'residential': 1, 'primary': 1, 'cycleway': 3}",35,25,35,25,0,3,0,0,3,0
"('Page Street', 'Pierce Street')",-122.4339398,37.7726293,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.3816058,90.09533591,4.01E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Page Street', 'Scott Street')",-122.4355844,37.7724199,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.3830983,90.09554596,1.95E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Page Street', 'Shrader Street')",-122.452072,37.7703201,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3815813,90.04702196,0.000569449,5.08E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Page Street', 'Steiner Street')",-122.4322981,37.7728384,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.382023,90.08143187,1.68E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Page Street', 'Webster Street')",-122.4290069,37.7732576,4,4,1,1,0,0,1,1,0,4,0,4,None,None,162.3808086,90.06176468,0.000148802,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Palisades Drive', 'Seacliff Avenue')",-122.4946841,37.6880852,3,3,1,1,0,0,1,1,0,3,0,3,None,None,164.6224881,120.2968874,2.69E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Palisades Drive', 'Skyline Drive')",-122.4913994,37.6885609,3,3,1,1,0,0,1,1,0,3,0,3,None,None,220.4150239,94.79696866,0.12143348,3.86E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Palisades Drive', 'Westridge Avenue')",-122.4949228,37.6889008,3,3,1,1,0,0,1,1,0,3,0,3,None,None,22.47548567,120.3743118,0.00262126,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Palma Way', 'Shoreline Highway')",-122.5380881,37.8846465,3,3,1,1,0,0,1,1,0,3,0,3,None,None,163.615304,91.8461841,0.310037998,0,-1,-1,no,0,0,None,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('Palmcrest Drive', 'Park Plaza Drive', 'South Park Plaza Drive')",-122.4801595,37.6958457,3,2,1,1,0,0,1,1,0,3,0,2,None,None,118.1667154,139.5107826,0.63262119,7.09E-05,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 3}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,3,1,0,3,0
"('Palmcrest Drive', 'Southgate Avenue')",-122.481805,37.6980162,3,3,2,1,0,0,2,1,0,3,0,3,None,None,140.4371513,92.85823107,0.318550384,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Palmer Avenue', 'Palmer Drive')",-122.4799538,37.8900706,3,3,1,1,0,1,1,1,0,3,0,3,None,None,85.98803862,93.16789381,0.55048997,0,-1,80.16350021,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4, 'track': 1}",25,25,25,25,0,3,0,0,3,0
"('Palmer Drive', 'Tiburon Boulevard')",-122.4799623,37.8904702,3,3,1,1,0,0,1,1,0,3,0,3,None,None,169.7241242,106.3618586,0.293921766,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Palmetto Avenue', 'Victoria Street')",-122.4652976,37.7107426,3,4,1,1,0,0,1,1,0,3,0,3,None,None,157.1801823,174.081966,0.976675137,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'motorway_link': 1, 'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,1
"('Palos Place', 'Sloat Boulevard')",-122.4849898,37.734384,2,3,2,1,0,0,2,1,0,2,0,3,None,None,167.3353598,90.13297336,0.000371999,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 2}","{'primary': 1, 'residential': 1, 'cycleway': 4}",40,25,40,25,1,1,0,1,1,1
"('Palou Avenue', 'Phelps Street')",-122.3946658,37.736107,3,3,1,1,1,0,1,1,0,3,0,3,None,None,16.47601594,90.59863725,0.003688679,0,-1,70.81449316,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 3, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Palou Avenue', 'Quint Street', 'Silver Avenue')",-122.396515,37.737156,5,5,1,1,0,0,1,1,0,5,0,5,None,None,82.20487166,138.8301208,0.526390659,1.29E-05,-1,-1,no,0,0,None,"{'tertiary': 3, 'residential': 2, 'cycleway': 5}","{'tertiary': 3, 'residential': 2, 'cycleway': 5}",25,25,25,25,0,5,0,0,5,0
"('Palou Avenue', 'Rankin Street')",-122.398378,37.738215,4,4,1,1,0,0,1,1,0,4,0,4,None,None,197.1506176,90.37952836,0.000977487,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Palou Avenue', 'Selby Street')",-122.4002582,37.7392871,4,4,1,1,0,0,1,1,0,4,0,4,None,None,199.6249381,98.07215253,0.268598944,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Pan American Esplanade', 'US Naval Station Way')",-122.3698436,37.8167181,2,2,1,1,0,0,1,1,0,2,0,2,None,None,16.56209913,88.64029082,0.00019643,0,-1,-1,no,0,0,None,"{'unclassified': 2, 'cycleway': 2}","{'unclassified': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Panorama Drive', 'Starview Way')",-122.452123,37.749351,3,3,1,1,0,0,1,1,0,3,0,3,None,None,148.8402283,149.4296147,0.675729609,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Panorama Drive', 'Twin Peaks Boulevard')",-122.4495026,37.7466184,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.62771807,133.8456202,0.633510297,0.266890864,38.19017542,-1,no,0,0,None,"{'tertiary': 2, 'cycleway': 3}","{'tertiary': 2, 'cycleway': 3}",30,25,30,25,1,2,0,0,3,0
"('Panoramic Highway', 'Park Avenue')",-122.5697079,37.9039293,3,3,1,1,0,0,1,1,0,3,0,3,None,None,199.0179355,122.8319615,0.692062524,0.14095296,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",30,25,30,25,0,3,0,0,3,0
"('Panoramic Highway', 'Ridge Avenue')",-122.5675935,37.901034,3,3,1,1,0,0,1,1,0,3,0,3,None,None,205.0806055,115.7703267,0.869615293,0.464452884,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",30,25,30,25,0,3,0,0,3,0
"('Panoramic Highway', 'Saint Jude Road')",-122.5683029,37.9012208,3,3,1,1,0,0,1,1,0,3,0,3,None,None,168.3426,142.1210424,0.736221551,0.160948763,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",30,25,30,25,0,3,0,0,3,0
"('Panoramic Highway', 'Shoreline Highway')",-122.5537355,37.8841745,2,2,1,1,0,0,1,1,0,2,0,2,None,None,7.160010115,0,1.237189858,0.240784735,-1,-1,no,0,0,None,"{'primary': 1, 'cycleway': 2}","{'primary': 1, 'cycleway': 2}",55,55,55,55,0,2,0,0,2,0
"('Panoramic Highway', 'Sunrise Lane')",-122.5669179,37.9007303,3,3,1,1,0,0,1,1,0,3,0,3,None,None,197.7557916,96.92618737,0.552335467,0.461971824,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",30,25,30,25,0,3,0,0,3,0
"('Paradise Cove', 'Paradise Drive')",-122.4691441,37.8959752,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.96603303,131.0431964,0.855669377,0.104852163,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Paradise Drive', 'Parente Road')",-122.4803388,37.9163291,4,4,1,1,0,0,1,1,0,4,0,4,None,None,182.7641314,153.7358761,0.529968839,0.274090283,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",35,25,35,25,0,4,0,0,4,0
"('Paradise Drive', 'Pellegrinelli Drive')",-122.479046,37.9088943,4,4,1,1,0,0,1,1,0,4,0,4,None,None,129.9825535,120.1242927,1.005055732,0.182799809,-1,-1,no,0,0,None,"{'unclassified': 1, 'tertiary': 1, 'cycleway': 4}","{'unclassified': 1, 'tertiary': 1, 'cycleway': 4}",35,25,35,25,0,4,0,0,4,0
"('Paradise Drive', 'Playa Verde')",-122.462746,37.8952509,3,3,1,1,0,0,1,1,0,3,0,3,None,None,148.0840675,141.437506,1.795136133,0.264562433,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Paradise Drive', 'Prince Royal Drive')",-122.5028045,37.9191738,4,4,1,1,0,0,1,1,0,4,0,4,None,None,105.8175939,99.04152462,0.236149332,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 5}","{'tertiary': 1, 'residential': 1, 'cycleway': 5}",35,25,35,25,0,4,0,0,4,0
"('Paradise Drive', 'Ranch Road')",-122.4825533,37.9167041,4,4,1,1,0,0,1,1,0,4,0,4,None,None,194.7402492,177.071537,0.847026068,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 5}","{'residential': 1, 'tertiary': 1, 'cycleway': 5}",35,25,35,25,0,4,0,0,4,0
